,Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
1499,Daredevil,102543518,179179718,NA,80000000.0,14-Feb-03,PG-13,105.0,20th Century Fox,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,44.0,5.5,63574.0
1500,Dark City,14435076,27257061,NA,27000000.0,27-Feb-98,R,NA,New Line,Original Screenplay,Thriller/Suspense,Fantasy,Alex Proyas,77.0,7.8,62991.0
1501,His Dark Materials: The Golden Compass,70107728,372234864,41772382.0,205000000.0,01-Dec-07,PG-13,NA,New Line,Based on Book/Short Story,Adventure,Fantasy,Chris Weitz,NA,NA,NA
1502,Donnie Darko,1270522,4116307,NA,4500000.0,26-Oct-01,R,NA,Newmarket Films,Original Screenplay,Drama,Fantasy,Richard Kelly,84.0,8.3,210713.0
1503,Dark Water,25473093,49473093,NA,60000000.0,08-Jul-05,PG-13,NA,Walt Disney Pictures,Remake,Thriller/Suspense,Fantasy,Walter Salles,46.0,5.6,19652.0
1504,Win a Date with Tad Hamilton!,16980098,16980098,NA,24000000.0,23-Jan-04,PG-13,NA,Dreamworks SKG,Original Screenplay,Romantic Comedy,Contemporary Fiction,Robert Luketic,52.0,5.7,10366.0
1505,Date Movie,48548426,84548426,18840886.0,20000000.0,17-Feb-06,PG-13,NA,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Jason Friedberg,6.0,2.6,31821.0
1506,Date Night,98711404,152253432,19432795.0,55000000.0,09-Apr-10,PG-13,NA,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Shawn Levy,67.0,6.5,22925.0
1507,Dawn of the Dead,58990765,102290765,NA,28000000.0,19-Mar-04,R,100.0,Universal,Remake,Horror,Science Fiction,Zack Snyder,76.0,7.4,73875.0
1508,Daybreakers,30101577,48969954,11463099.0,20000000.0,08-Jan-10,R,NA,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,Michael Spierig,NA,6.6,28241.0
1509,The Great Debaters,30226144,30226144,24133037.0,15000000.0,25-Dec-07,PG-13,130.0,Weinstein Co.,Based on Real Life Events,Drama,Dramatization,Denzel Washington,79.0,7.6,14530.0
1510,Double Jeopardy,116735231,177835231,NA,40000000.0,24-Sep-99,R,105.0,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Bruce Beresford,25.0,6.0,28887.0
1511,Der Baader Meinhof Komplex,476270,16498827,NA,19700000.0,21-Aug-09,R,149.0,Vitagraph Films,NA,NA,NA,NA,NA,7.4,10383.0
1512,Deep Blue Sea,73648228,165048228,NA,60000000.0,28-Jul-99,R,105.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,57.0,5.6,44191.0
1513,Drive Me Crazy,17843379,22591451,NA,8000000.0,01-Oct-99,PG-13,91.0,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,John Schultz,26.0,5.1,6968.0
1514,Dave Chappelle's Block Party,11718595,12051924,18713941.0,3000000.0,03-Mar-06,R,NA,Focus Features,Based on Real Life Events,Documentary,Factual,Michel Gondry,NA,NA,NA
1515,Dancer in the Dark,4157491,45557491,NA,12500000.0,22-Sep-00,R,NA,Fine Line,Original Screenplay,Musical,Contemporary Fiction,NA,68.0,7.8,36542.0
1516,Diary of the Dead,952620,4726656,4653193.0,2750000.0,15-Feb-08,R,NA,Weinstein Co.,Original Screenplay,Horror,Fantasy,George A. Romero,NA,6.0,20792.0
1517,Dear John,80014842,112014842,19179552.0,25000000.0,05-Feb-10,PG-13,NA,Sony/Screen Gems,Based on Book/Short Story,Drama,Contemporary Fiction,Lasse Hallstrom,28.0,7.0,246.0
1518,Dear Wendy,23106,446438,NA,8000000.0,23-Sep-05,Not Rated,NA,WellSpring,Original Screenplay,Drama,NA,Thomas Vinterberg,37.0,6.6,5574.0
1519,D.E.B.S.,96793,96793,NA,3500000.0,25-Mar-05,PG-13,NA,Samuel Goldwyn Films,Original Screenplay,Action,NA,Angela Robinson,NA,5.1,6675.0
1520,Deconstructing Harry,10686841,10686841,NA,20000000.0,12-Dec-97,R,NA,Fine Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Woody Allen,70.0,7.2,16820.0
1521,Mr. Deeds,126293452,171269535,NA,50000000.0,28-Jun-02,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,NA,22.0,5.5,39756.0
1522,The Deep End of the Ocean,13508635,13508635,NA,40000000.0,12-Mar-99,PG-13,NA,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,NA,42.0,6.0,5790.0
1523,Deep Rising,11203026,11203026,NA,45000000.0,30-Jan-98,R,NA,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Stephen Sommers,30.0,5.7,12484.0
1524,"Definitely, Maybe",32241649,55534224,12928344.0,7000000.0,14-Feb-08,PG-13,NA,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,71.0,NA,NA
1525,Death at a Funeral,42739347,42739347,9750680.0,21000000.0,16-Apr-10,R,NA,Sony Pictures,Remake,Comedy,Contemporary Fiction,Neil LaBute,38.0,5.1,6628.0
1526,DÈj‡ Vu,64038616,181038616,40502497.0,80000000.0,22-Nov-06,PG-13,126.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Tony Scott,NA,7.0,66106.0
1527,Delgo,915840,915840,NA,40000000.0,12-Dec-08,PG,88.0,Freestyle Releasing,Original Screenplay,Adventure,Kids Fiction,NA,12.0,4.4,1177.0
1528,Despicable Me,244885070,333572855,NA,69000000.0,09-Jul-10,PG,95.0,Universal,NA,Comedy,NA,NA,80.0,7.7,10529.0
1529,Deuce Bigalow: European Gigolo,22400154,44400154,NA,22000000.0,12-Aug-05,R,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,10.0,4.3,18228.0
1530,Deuce Bigalow: Male Gigolo,65535067,92935067,NA,18000000.0,10-Dec-99,R,88.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,23.0,5.6,25397.0
1531,The Devil's Own,42885593,140900000,NA,90000000.0,26-Mar-97,R,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Alan J. Pakula,29.0,5.8,21331.0
1532,Darkness Falls,32539681,32539681,NA,7000000.0,24-Jan-03,PG-13,86.0,Sony Pictures,Original Screenplay,Horror,Fantasy,NA,8.0,4.6,12771.0
1533,Defiance,28644813,42268745,13421577.0,50000000.0,31-Dec-08,R,NA,Paramount Vantage,Original Screenplay,Drama,Historical Fiction,Edward Zwick,56.0,5.9,362.0
1534,A Dog of Flanders,2165637,2165637,NA,7000000.0,27-Aug-99,PG,NA,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,NA,17.0,5.9,482.0
1535,Dragonfly,30063805,30063805,NA,60000000.0,22-Feb-02,PG-13,104.0,Universal,Original Screenplay,Drama,Fantasy,Tom Shadyac,7.0,5.8,14098.0
1536,The Dead Girl,19875,19875,NA,3300000.0,29-Dec-06,R,NA,First Look,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,73.0,6.8,7122.0
1537,The Lords of Dogtown,11273517,11354893,NA,25000000.0,03-Jun-05,PG-13,NA,Sony/TriStar,Original Screenplay,Action,Dramatization,Catherine Hardwicke,NA,NA,NA
1538,Dick,6276869,6276869,NA,13000000.0,04-Aug-99,PG-13,NA,Sony Pictures,Original Screenplay,Comedy,Historical Fiction,Andrew Fleming,70.0,6.1,10451.0
1539,Live Free or Die Hard,134529403,383531464,100774964.0,110000000.0,27-Jun-07,PG-13,128.0,20th Century Fox,Based on Book/Short Story,Action,Contemporary Fiction,Len Wiseman,82.0,7.5,130559.0
1540,Digimon: The Movie,9628751,16628751,NA,5000000.0,06-Oct-00,PG,NA,20th Century Fox,Based on TV,Adventure,Kids Fiction,NA,NA,4.6,1727.0
1541,Dirty Work,10020081,10020081,NA,13000000.0,12-Jun-98,PG-13,NA,MGM,Original Screenplay,Comedy,Contemporary Fiction,NA,17.0,4.8,207.0
1542,Banlieue 13,1200216,11208291,NA,15000000.0,02-Jun-06,R,85.0,Magnolia Pictures,Original Screenplay,Action,Science Fiction,Pierre Morel,NA,7.1,21427.0
1543,Disaster Movie,14190901,34690901,9859088.0,20000000.0,29-Aug-08,PG-13,88.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Jason Friedberg,2.0,1.7,34928.0
1544,District 9,115646235,206552113,30058184.0,30000000.0,14-Aug-09,R,111.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,Neill Blomkamp,91.0,8.3,151742.0
1545,Disturbing Behavior,17507368,17507368,NA,15000000.0,24-Jul-98,R,83.0,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,30.0,5.2,9394.0
1546,Le Scaphandre et le Papillon,5990075,19689095,2354497.0,14000000.0,30-Nov-07,PG-13,NA,Miramax,Based on Book/Short Story,Drama,Dramatization,Julian Schnabel,NA,8.0,31172.0
1547,Dark Blue,9237470,11933396,NA,15000000.0,21-Feb-03,R,NA,MGM,Original Screenplay,Drama,Contemporary Fiction,Ron Shelton,57.0,6.6,10881.0
1548,Dreaming of Joseph Lees,7680,7680,NA,3250000.0,29-Oct-99,R,NA,Fox Searchlight,NA,NA,NA,NA,NA,5.8,520.0
1549,De-Lovely,13337299,18396382,NA,4000000.0,25-Jun-04,PG-13,NA,MGM,Based on Real Life Events,Drama,Historical Fiction,NA,49.0,6.5,6086.0
1550,Madea's Family Reunion,63257940,63308879,26508859.0,10000000.0,24-Feb-06,PG-13,NA,Lionsgate,Based on Play,Comedy,Contemporary Fiction,Tyler Perry,26.0,3.9,5369.0
1551,Dead Man on Campus,15064948,15064948,NA,14000000.0,21-Aug-98,R,93.0,Paramount Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,NA,15.0,5.6,7109.0
1552,Drowning Mona,15427192,15427192,NA,16000000.0,03-Mar-00,PG-13,NA,Destination Films,Original Screenplay,Comedy,Contemporary Fiction,NA,29.0,5.3,7606.0
1553,Diamonds,81897,81897,NA,11900000.0,10-Dec-99,PG-13,NA,Miramax,NA,NA,NA,NA,26.0,5.3,976.0
1554,Doomsday,11008770,21621188,8666480.0,33000000.0,14-Mar-08,R,NA,Universal,Original Screenplay,Action,Science Fiction,NA,48.0,6.0,34035.0
1555,Donkey Punch,19367,19367,NA,750000.0,23-Jan-09,R,NA,Magnolia Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,5.4,4551.0
1556,Dinosaur,137748063,356148063,NA,127500000.0,19-May-00,PG,82.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,65.0,6.2,13962.0
1557,DOA: Dead or Alive,480314,2670860,1370874.0,30000000.0,15-Jun-07,PG-13,NA,Weinstein/Dimension,Based on Game,Action,Fantasy,Corey Yuen,34.0,4.9,16646.0
1558,Doogal,7578946,26942802,NA,20000000.0,NA,G,NA,Weinstein Co.,Based on TV,Adventure,Kids Fiction,NA,NA,2.5,2709.0
1559,Dogma,30651422,43948865,NA,10000000.0,12-Nov-99,R,135.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,68.0,7.3,100476.0
1560,Domestic Disturbance,45207112,45207112,NA,53000000.0,02-Nov-01,PG-13,89.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Harold Becker,24.0,5.3,10778.0
1561,Domino,10169202,17759202,15573570.0,50000000.0,14-Oct-05,R,133.0,New Line,Based on Real Life Events,Action,Dramatization,Tony Scott,19.0,5.9,32560.0
1562,Donnie Brasco,41954997,55954997,NA,35000000.0,28-Feb-97,R,121.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Mike Newell,87.0,7.7,65462.0
1563,Doom,28212337,54612337,28563264.0,70000000.0,21-Oct-05,R,NA,Universal,Based on Game,Horror,Science Fiction,Andrzej Bartkowiak,19.0,5.2,39473.0
1564,Doubt,33422556,50923043,12876746.0,20000000.0,12-Dec-08,PG-13,NA,Miramax,Based on Play,Drama,Historical Fiction,NA,78.0,NA,NA
1565,Doug's 1st Movie,19421271,19421271,NA,5000000.0,26-Mar-99,G,77.0,Walt Disney Pictures,Based on TV,Adventure,Kids Fiction,NA,NA,4.8,920.0
1566,Downfall,5501940,92101940,NA,13500000.0,18-Feb-05,R,NA,Newmarket Films,Based on Real Life Events,Drama,Dramatization,NA,NA,6.1,404.0
1567,The Deep End,8823109,8823109,NA,3000000.0,08-Aug-01,R,NA,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,81.0,6.6,6734.0
1568,Deep Impact,140464664,349464664,NA,80000000.0,08-May-98,PG-13,120.0,Paramount Pictures,Original Screenplay,Adventure,Science Fiction,Mimi Leder,47.0,6.0,54160.0
1569,The Departed,133311000,290539042,140689412.0,90000000.0,06-Oct-06,R,152.0,Warner Bros.,Remake,Drama,Contemporary Fiction,Martin Scorsese,93.0,8.5,264148.0
1570,Dracula 2000,33000377,33000377,NA,28000000.0,22-Dec-00,R,99.0,Miramax,Original Screenplay,Horror,Contemporary Fiction,NA,15.0,4.8,14077.0
1571,Death Race,36316032,72516819,24667330.0,65000000.0,22-Aug-08,R,105.0,Universal,Remake,Action,Science Fiction,Paul Anderson,41.0,6.6,40611.0
1572,Drag Me To Hell,42100625,85724728,13123388.0,30000000.0,29-May-09,PG-13,99.0,Universal,Original Screenplay,Horror,Fantasy,Sam Raimi,92.0,7.1,51343.0
1573,"Crouching Tiger, Hidden Dragon",128067808,213200000,NA,15000000.0,08-Dec-00,PG-13,120.0,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,NA,NA,NA
1574,Derailed,36020063,54962616,27718572.0,22000000.0,11-Nov-05,R,NA,Weinstein Co.,Based on Book/Short Story,Action,Contemporary Fiction,NA,20.0,3.4,3317.0
1575,Doctor Dolittle 2,112950721,176101721,NA,72000000.0,22-Jun-01,PG,87.0,20th Century Fox,Remake,Comedy,Kids Fiction,Steve Carr,NA,6.0,2993.0
1576,Doctor Dolittle,144156605,294156605,NA,71500000.0,26-Jun-98,PG-13,85.0,20th Century Fox,Remake,Comedy,Kids Fiction,Betty Thomas,NA,5.2,25648.0
1577,Dickie Roberts: Former Child Star,22734486,23734486,NA,17000000.0,05-Sep-03,PG-13,NA,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,5.5,6949.0
1578,Drillbit Taylor,32862104,49686263,12040874.0,40000000.0,21-Mar-08,PG-13,NA,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,26.0,5.9,19388.0
1579,Driving Lessons,239962,239962,NA,4700000.0,13-Oct-06,PG-13,98.0,Sony Pictures Classics,NA,NA,NA,NA,48.0,6.7,5380.0
1580,Driven,32616869,54616869,NA,72000000.0,27-Apr-01,PG-13,117.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,13.0,4.2,18795.0
1581,Darkness,22163442,34409206,NA,10600000.0,25-Dec-04,PG-13,NA,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,NA,4.0,5.3,9979.0
1582,I Dreamed of Africa,6543194,6543194,NA,34000000.0,05-May-00,PG-13,NA,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Hugh Hudson,9.0,5.2,2298.0
1583,Dreamcatcher,33685268,75685268,NA,68000000.0,21-Mar-03,R,136.0,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,Lawrence Kasdan,30.0,5.3,34141.0
1584,Dreamgirls,103365956,154965956,53674555.0,75000000.0,15-Dec-06,PG-13,130.0,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Bill Condon,78.0,6.6,28016.0
1585,Detroit Rock City,4217115,4217115,NA,16000000.0,13-Aug-99,R,NA,New Line,Original Screenplay,Comedy,Historical Fiction,NA,47.0,6.4,15092.0
1586,Drop Dead Gorgeous,10571408,10571408,NA,10000000.0,23-Jul-99,PG-13,NA,New Line,Original Screenplay,Comedy,Contemporary Fiction,NA,45.0,6.2,16344.0
1587,Drumline,56398162,56398162,NA,20000000.0,13-Dec-02,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,NA,81.0,5.2,18165.0
1588,The Legend of Drunken Master,11546543,11546543,NA,2000000.0,20-Oct-00,R,NA,Miramax,Original Screenplay,Action,Contemporary Fiction,NA,NA,NA,NA
1589,Dinner Rush,638227,1075504,NA,2000000.0,28-Sep-01,R,NA,Access Motion Picture Group,Original Screenplay,Drama,Contemporary Fiction,NA,NA,7.2,2991.0
1590,The Descent,26024456,57029609,22484444.0,7000000.0,04-Aug-06,R,99.0,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,7.4,58176.0
1591,DysFunkTional Family,2255000,2255000,NA,3000000.0,04-Apr-03,R,NA,Miramax,Original Screenplay,Concert/Performance,Factual,NA,43.0,5.9,501.0
1592,The Master of Disguise,40363530,40363530,NA,16000000.0,02-Aug-02,PG,80.0,Sony Pictures,Original Screenplay,Comedy,Kids Fiction,NA,2.0,3.0,10050.0
1593,Desert Blue,99147,99147,NA,5000000.0,04-Jun-99,R,NA,Goldwyn Entertainment,NA,NA,NA,NA,NA,6.0,1412.0
1594,Disturbia,80209692,117573043,34508128.0,20000000.0,13-Apr-07,PG-13,104.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,D.J. Caruso,68.0,7.0,72231.0
1595,Double Take,29823162,29823162,NA,24000000.0,12-Jan-01,PG-13,88.0,Walt Disney Pictures,Remake,Action,Contemporary Fiction,NA,12.0,6.8,162.0
1596,Death at a Funeral,8580428,34743644,NA,20000000.0,17-Aug-07,R,90.0,MGM,Original Screenplay,Comedy,Contemporary Fiction,Frank Oz,61.0,5.1,6628.0
1597,Deterrence,144583,371647,NA,800000.0,10-Mar-00,R,NA,NA,NA,Thriller/Suspense,NA,NA,45.0,6.3,1776.0
1598,Dirty Pretty Things,8112414,13904766,NA,10000000.0,18-Jul-03,R,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,Stephen Frears,NA,7.5,18554.0
1599,Dudley Do-Right,9818792,9818792,NA,22000000.0,27-Aug-99,PG,NA,Universal,Based on TV,Comedy,Kids Fiction,Hugh Wilson,14.0,3.6,4628.0
1600,Duets,4734235,4734235,NA,16000000.0,15-Sep-00,R,NA,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,21.0,5.7,5340.0
1601,The Dukes of Hazzard,80270227,110570227,NA,53000000.0,05-Aug-05,PG-13,105.0,Warner Bros.,Based on TV,Comedy,Contemporary Fiction,Jay Chandrasekhar,13.0,4.7,27016.0
1602,Duma,870067,994790,NA,12000000.0,30-Sep-05,PG,NA,Warner Bros.,Based on Book/Short Story,Adventure,NA,NA,93.0,7.2,2966.0
1603,Dumb and Dumberer: When Harry Met Lloyd,26214846,26214846,NA,30000000.0,13-Jun-03,PG-13,85.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,NA,10.0,3.3,14813.0
1604,Dungeons & Dragons 2: The Elemental Might,0,909822,NA,15000000.0,08-Oct-05,NA,NA,Warner Bros.,Based on Game,NA,Fantasy,NA,NA,NA,NA
1605,Dungeons and Dragons,15185241,33771965,NA,35000000.0,08-Dec-00,PG-13,NA,New Line,Based on Game,Adventure,Fantasy,NA,NA,3.6,16954.0
1606,Duplex,9652000,10070651,NA,40000000.0,26-Sep-03,PG-13,NA,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Danny De Vito,NA,5.7,19238.0
1607,"You, Me and Dupree",75802010,130402010,41651251.0,54000000.0,14-Jul-06,PG-13,NA,Universal,Original Screenplay,Comedy,Contemporary Fiction,NA,21.0,6.1,164.0
1608,Devil's Advocate,61007424,153007424,NA,57000000.0,17-Oct-97,R,144.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Taylor Hackford,NA,NA,NA
1609,The Da Vinci Code,217536138,757236138,100178981.0,125000000.0,19-May-06,PG-13,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Ron Howard,25.0,6.4,116903.0
1610,D-War,10977721,79915361,7614486.0,32000000.0,14-Sep-07,PG-13,90.0,Freestyle Releasing,Traditional/Legend/Fairytale,Action,Fantasy,NA,NA,3.8,14081.0
1611,Deuces Wild,6044618,6044618,NA,10000000.0,03-May-02,R,NA,MGM,Original Screenplay,Drama,Historical Fiction,NA,3.0,5.3,4010.0
1612,Down to Earth,64172251,71172251,NA,30000000.0,16-Feb-01,PG-13,87.0,Paramount Pictures,Remake,Comedy,Fantasy,Paul Weitz,19.0,5.0,9193.0
1613,Down to You,20035310,20035310,NA,9000000.0,21-Jan-00,PG-13,92.0,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,3.0,4.4,7095.0
1614,I'm Not There,4017609,11498547,6017494.0,20000000.0,21-Nov-07,R,NA,Weinstein Co.,Based on Real Life Events,Drama,Dramatization,Todd Haynes,76.0,7.1,23078.0
1615,Easy A,21056221,22156221,NA,8000000.0,17-Sep-10,PG-13,NA,Sony/Screen Gems,Based on Book/Short Story,Comedy,Contemporary Fiction,NA,80.0,7.7,483.0
1616,The Eclipse,133411,133411,NA,3000000.0,26-Feb-10,R,NA,Magnolia Pictures,NA,NA,NA,NA,NA,6.2,790.0
1617,Edge of Darkness,43313890,78739628,12665512.0,60000000.0,29-Jan-10,R,NA,Warner Bros.,Based on TV,Drama,Contemporary Fiction,Martin Campbell,55.0,6.7,24174.0
1618,EDtv,22508689,35319689,NA,60000000.0,26-Mar-99,PG-13,122.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ron Howard,62.0,6.0,21734.0
1619,An Education,12574914,14134502,1765115.0,7500000.0,09-Oct-09,PG-13,NA,Sony Pictures Classics,Based on Factual Book/Article,Drama,Dramatization,NA,94.0,7.5,22855.0
1620,East is East,4170647,4170647,NA,3000000.0,14-Apr-00,R,NA,Miramax,Based on Play,Comedy,Contemporary Fiction,NA,NA,6.7,8351.0
1621,8 Heads in a Duffel Bag,3602884,4002884,NA,3000000.0,18-Apr-97,R,NA,Orion Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,NA,11.0,4.8,5127.0
1622,Eagle Eye,101440743,178066569,38374936.0,80000000.0,26-Sep-08,PG-13,117.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,D.J. Caruso,27.0,6.6,52336.0
1623,8MM,36443442,96398826,NA,40000000.0,26-Feb-99,R,119.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joel Schumacher,22.0,6.3,47753.0
1624,Iris,5580479,15035827,NA,5500000.0,14-Dec-01,R,NA,Miramax,Based on Book/Short Story,Drama,Dramatization,NA,79.0,5.8,44.0
1625,Election,14943582,14943582,NA,8500000.0,23-Apr-99,R,103.0,Paramount Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Alexander Payne,92.0,7.4,37454.0
1626,Elektra,24409722,56409722,NA,65000000.0,14-Jan-05,PG-13,NA,20th Century Fox,Spin-Off,Action,Super Hero,NA,10.0,4.9,27283.0
1627,Elf,173398518,220443451,NA,32000000.0,07-Nov-03,PG,95.0,New Line,Original Screenplay,Comedy,Kids Fiction,Jon Favreau,84.0,6.8,42123.0
1628,Elizabeth,30082699,82150642,NA,25000000.0,06-Nov-98,R,124.0,Gramercy,Based on Real Life Events,Drama,Dramatization,Shekhar Kapur,81.0,7.6,33773.0
1629,Ella Enchanted,22913677,22913677,NA,35000000.0,09-Apr-04,PG,96.0,Miramax,Based on Book/Short Story,Comedy,Fantasy,NA,49.0,6.3,12020.0
1630,Once Upon a Time in Mexico,56330657,98156459,NA,29000000.0,12-Sep-03,R,102.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Robert Rodriguez,68.0,6.2,54413.0
1631,The Adventures of Elmo in Grouchland,11634458,11634458,NA,17000000.0,01-Oct-99,G,NA,Sony Pictures,Based on TV,Comedy,Kids Fiction,NA,76.0,5.4,1059.0
1632,The Emperor's Club,14060950,16124074,NA,12500000.0,22-Nov-02,PG-13,NA,Universal,Based on Book/Short Story,Drama,Historical Fiction,NA,50.0,6.7,8165.0
1633,Empire,17504595,18495444,NA,3500000.0,06-Dec-02,R,NA,Universal,Original Screenplay,Drama,Contemporary Fiction,NA,21.0,6.5,63.0
1634,La marche de l'empereur,77437223,129437223,NA,3400000.0,24-Jun-05,G,80.0,Warner Independent,Based on Real Life Events,Documentary,Factual,NA,NA,7.8,23674.0
1635,Employee of the Month,28444855,38117718,21177885.0,10000000.0,06-Oct-06,PG-13,103.0,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,NA,20.0,5.4,17845.0
1636,The Emperor's New Groove,89296573,169296573,NA,100000000.0,15-Dec-00,G,78.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Mark Dindal,85.0,7.4,23355.0
1637,Enchanted,127706877,340384141,87698079.0,85000000.0,21-Nov-07,PG,108.0,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Fantasy,Kevin Lima,92.0,7.5,55697.0
1638,The End of the Affair,10660147,10660147,NA,23000000.0,03-Dec-99,R,NA,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Neil Jordan,67.0,6.9,9969.0
